12/10/2021-14:13:09.297185  [**] [1:2101620:7] GPL POLICY TRAFFIC Non-Standard IP protocol [**] [Classification: Detection of a non-standard protocol or event] [Priority: 2] {IPv6-ICMP} 2001:0002:0000:0000:0000:0000:0000:0020:135 -> ff02:0000:0000:0000:0000:0001:ff00:0001:0
12/10/2021-14:16:00.297018  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51564 -> 10.0.2.20:80
12/10/2021-14:16:00.297018  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51564 -> 10.0.2.20:80
12/10/2021-14:16:04.312557  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:51584 -> 10.0.2.20:80
12/10/2021-14:16:04.312557  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:51584 -> 10.0.2.20:80
12/10/2021-14:16:04.312557  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:51584 -> 10.0.2.20:80
12/10/2021-14:16:04.312557  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51584 -> 10.0.2.20:80
12/10/2021-14:16:06.318417  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51594 -> 10.0.2.20:80
12/10/2021-14:16:01.902341  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51572 -> 10.0.2.20:80
12/10/2021-14:16:01.902341  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51572 -> 10.0.2.20:80
12/10/2021-14:15:57.086590  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51544 -> 10.0.2.20:80
12/10/2021-14:15:57.086590  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51544 -> 10.0.2.20:80
12/10/2021-14:16:04.713671  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51586 -> 10.0.2.20:80
12/10/2021-14:15:59.494782  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51558 -> 10.0.2.20:80
12/10/2021-14:16:05.114810  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51588 -> 10.0.2.20:80
12/10/2021-14:16:05.515876  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:51590 -> 10.0.2.20:80
12/10/2021-14:16:01.099714  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51568 -> 10.0.2.20:80
12/10/2021-14:16:01.099714  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51568 -> 10.0.2.20:80
12/10/2021-14:16:05.917063  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51592 -> 10.0.2.20:80
12/10/2021-14:15:53.871397  [**] [1:2017440:4] ET WEB_SERVER PHP SESSION SuperGlobal in URI [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:51526 -> 10.0.2.20:80
12/10/2021-14:15:54.273177  [**] [1:2017440:4] ET WEB_SERVER PHP SESSION SuperGlobal in URI [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:51528 -> 10.0.2.20:80
12/10/2021-14:16:11.142206  [**] [1:2101245:13] GPL EXPLOIT ISAPI .idq access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:51618 -> 10.0.2.20:80
12/10/2021-14:16:20.779538  [**] [1:2010920:9] ET WEB_SERVER Exploit Suspected PHP Injection Attack (cmd=) [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:51666 -> 10.0.2.20:80
12/10/2021-14:16:11.948456  [**] [1:2210044:2] SURICATA STREAM Packet with invalid timestamp [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:51622
12/10/2021-14:16:12.750630  [**] [1:2100993:14] GPL WEB_SERVER iisadmin access [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:51626 -> 10.0.2.20:80
12/10/2021-14:15:55.479667  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51536 -> 10.0.2.20:80
12/10/2021-14:15:55.479667  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51536 -> 10.0.2.20:80
12/10/2021-14:15:56.283644  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51540 -> 10.0.2.20:80
12/10/2021-14:15:56.283644  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51540 -> 10.0.2.20:80
12/10/2021-14:16:02.303455  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51574 -> 10.0.2.20:80
12/10/2021-14:16:02.303455  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51574 -> 10.0.2.20:80
12/10/2021-14:16:02.705021  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51576 -> 10.0.2.20:80
12/10/2021-14:16:26.804206  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51698 -> 10.0.2.20:80
12/10/2021-14:16:27.606693  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51704 -> 10.0.2.20:80
12/10/2021-14:16:16.766621  [**] [1:2101016:16] GPL WEB_SERVER global.asa access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:51646 -> 10.0.2.20:80
12/10/2021-14:16:08.329126  [**] [1:2017440:4] ET WEB_SERVER PHP SESSION SuperGlobal in URI [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:51604 -> 10.0.2.20:80
12/10/2021-14:16:28.008027  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51706 -> 10.0.2.20:80
12/10/2021-14:16:37.249935  [**] [1:2101018:13] GPL EXPLOIT iisadmpwd attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:51756 -> 10.0.2.20:80
12/10/2021-14:16:37.249935  [**] [1:2100987:17] GPL EXPLOIT .htr access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:51756 -> 10.0.2.20:80
12/10/2021-14:16:29.211562  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51712 -> 10.0.2.20:80
12/10/2021-14:16:29.211562  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51712 -> 10.0.2.20:80
12/10/2021-14:16:15.560972  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:51640 -> 10.0.2.20:80
12/10/2021-14:16:30.015434  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51716 -> 10.0.2.20:80
12/10/2021-14:16:30.015434  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51716 -> 10.0.2.20:80
12/10/2021-14:16:39.660230  [**] [1:2010920:9] ET WEB_SERVER Exploit Suspected PHP Injection Attack (cmd=) [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:51768 -> 10.0.2.20:80
12/10/2021-14:16:32.428372  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:51730 -> 10.0.2.20:80
12/10/2021-14:16:32.428372  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51730 -> 10.0.2.20:80
12/10/2021-14:16:32.428372  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51730 -> 10.0.2.20:80
12/10/2021-14:16:30.819559  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51720 -> 10.0.2.20:80
12/10/2021-14:16:30.819559  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51720 -> 10.0.2.20:80
12/10/2021-14:16:46.887744  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51808 -> 10.0.2.20:80
12/10/2021-14:16:31.625603  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51724 -> 10.0.2.20:80
12/10/2021-14:16:31.625603  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51724 -> 10.0.2.20:80
12/10/2021-14:16:36.044815  [**] [1:2101018:13] GPL EXPLOIT iisadmpwd attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:51750 -> 10.0.2.20:80
12/10/2021-14:16:36.044815  [**] [1:2100987:17] GPL EXPLOIT .htr access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:51750 -> 10.0.2.20:80
12/10/2021-14:16:48.091051  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51814 -> 10.0.2.20:80
12/10/2021-14:16:27.205309  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:51700 -> 10.0.2.20:80
12/10/2021-14:16:27.205309  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51700 -> 10.0.2.20:80
12/10/2021-14:16:27.205309  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51700 -> 10.0.2.20:80
12/10/2021-14:16:36.848270  [**] [1:2101018:13] GPL EXPLOIT iisadmpwd attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:51754 -> 10.0.2.20:80
12/10/2021-14:16:36.848270  [**] [1:2100987:17] GPL EXPLOIT .htr access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:51754 -> 10.0.2.20:80
12/10/2021-14:16:28.409288  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:51708 -> 10.0.2.20:80
12/10/2021-14:16:28.409288  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51708 -> 10.0.2.20:80
12/10/2021-14:16:28.409288  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51708 -> 10.0.2.20:80
12/10/2021-14:16:35.642785  [**] [1:2100987:17] GPL EXPLOIT .htr access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:51748 -> 10.0.2.20:80
12/10/2021-14:16:29.612696  [**] [1:2010920:9] ET WEB_SERVER Exploit Suspected PHP Injection Attack (cmd=) [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:51714 -> 10.0.2.20:80
12/10/2021-14:16:36.446184  [**] [1:2101018:13] GPL EXPLOIT iisadmpwd attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:51752 -> 10.0.2.20:80
12/10/2021-14:16:36.446184  [**] [1:2100987:17] GPL EXPLOIT .htr access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:51752 -> 10.0.2.20:80
12/10/2021-14:16:38.052136  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51760 -> 10.0.2.20:80
12/10/2021-14:16:38.454047  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51762 -> 10.0.2.20:80
12/10/2021-14:16:44.880207  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51794 -> 10.0.2.20:80
12/10/2021-14:16:49.294808  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51820 -> 10.0.2.20:80
12/10/2021-14:16:44.077566  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51790 -> 10.0.2.20:80
12/10/2021-14:16:50.498353  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51830 -> 10.0.2.20:80
12/10/2021-14:16:45.682973  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51798 -> 10.0.2.20:80
12/10/2021-14:17:10.980641  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51942 -> 10.0.2.20:80
12/10/2021-14:16:51.702038  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51836 -> 10.0.2.20:80
12/10/2021-14:17:11.784101  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51946 -> 10.0.2.20:80
12/10/2021-14:17:12.588149  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51950 -> 10.0.2.20:80
12/10/2021-14:17:13.391563  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51954 -> 10.0.2.20:80
12/10/2021-14:16:59.333096  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:51880 -> 10.0.2.20:80
12/10/2021-14:16:59.333096  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51880 -> 10.0.2.20:80
12/10/2021-14:16:59.333096  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51880 -> 10.0.2.20:80
12/10/2021-14:16:58.530125  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51876 -> 10.0.2.20:80
12/10/2021-14:16:58.530125  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51876 -> 10.0.2.20:80
12/10/2021-14:16:59.734580  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51882 -> 10.0.2.20:80
12/10/2021-14:16:59.734580  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51882 -> 10.0.2.20:80
12/10/2021-14:17:00.939703  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:51888 -> 10.0.2.20:80
12/10/2021-14:17:00.939703  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51888 -> 10.0.2.20:80
12/10/2021-14:17:00.939703  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51888 -> 10.0.2.20:80
12/10/2021-14:17:14.595965  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51962 -> 10.0.2.20:80
12/10/2021-14:17:00.136879  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:51884 -> 10.0.2.20:80
12/10/2021-14:17:00.136879  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51884 -> 10.0.2.20:80
12/10/2021-14:17:00.136879  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51884 -> 10.0.2.20:80
12/10/2021-14:17:18.209542  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51984 -> 10.0.2.20:80
12/10/2021-14:16:58.931599  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51878 -> 10.0.2.20:80
12/10/2021-14:16:58.931599  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51878 -> 10.0.2.20:80
12/10/2021-14:17:19.413415  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51990 -> 10.0.2.20:80
12/10/2021-14:17:02.146479  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51894 -> 10.0.2.20:80
12/10/2021-14:17:02.146479  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51894 -> 10.0.2.20:80
12/10/2021-14:17:02.949321  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51898 -> 10.0.2.20:80
12/10/2021-14:17:02.949321  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51898 -> 10.0.2.20:80
12/10/2021-14:17:10.177305  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51938 -> 10.0.2.20:80
12/10/2021-14:17:03.752038  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51902 -> 10.0.2.20:80
12/10/2021-14:17:03.752038  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51902 -> 10.0.2.20:80
12/10/2021-14:17:15.800607  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:51970 -> 10.0.2.20:80
