12/10/2021-13:08:45.561960  [**] [1:2101620:7] GPL POLICY TRAFFIC Non-Standard IP protocol [**] [Classification: Detection of a non-standard protocol or event] [Priority: 2] {IPv6-ICMP} fe80:0000:0000:0000:f8f9:36ff:fe3e:0404:133 -> ff02:0000:0000:0000:0000:0000:0000:0002:0
12/10/2021-13:11:41.692972  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:36912 -> 10.0.2.20:80
12/10/2021-13:11:40.489782  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:36906 -> 10.0.2.20:80
12/10/2021-13:11:40.489782  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:36906 -> 10.0.2.20:80
12/10/2021-13:11:40.489782  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:36906 -> 10.0.2.20:80
12/10/2021-13:11:40.489782  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:36906 -> 10.0.2.20:80
12/10/2021-13:11:39.286652  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:36900 -> 10.0.2.20:80
12/10/2021-13:11:39.286652  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:36900 -> 10.0.2.20:80
12/10/2021-13:11:39.286652  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:36900 -> 10.0.2.20:80
12/10/2021-13:11:40.890812  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:36908 -> 10.0.2.20:80
12/10/2021-13:11:42.094085  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:36914 -> 10.0.2.20:80
12/10/2021-13:11:40.088773  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:36904 -> 10.0.2.20:80
12/10/2021-13:11:48.915444  [**] [1:2100993:14] GPL WEB_SERVER iisadmin access [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:36948 -> 10.0.2.20:80
12/10/2021-13:11:42.495139  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:36916 -> 10.0.2.20:80
12/10/2021-13:11:51.722490  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:36962 -> 10.0.2.20:80
12/10/2021-13:11:52.927305  [**] [1:2101016:16] GPL WEB_SERVER global.asa access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:36968 -> 10.0.2.20:80
12/10/2021-13:11:56.938735  [**] [1:2010920:9] ET WEB_SERVER Exploit Suspected PHP Injection Attack (cmd=) [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:36990 -> 10.0.2.20:80
12/10/2021-13:12:02.959898  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37020 -> 10.0.2.20:80
12/10/2021-13:12:03.361593  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:37022 -> 10.0.2.20:80
12/10/2021-13:12:03.361593  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37022 -> 10.0.2.20:80
12/10/2021-13:12:03.361593  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37022 -> 10.0.2.20:80
12/10/2021-13:12:05.366868  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37032 -> 10.0.2.20:80
12/10/2021-13:12:05.366868  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37032 -> 10.0.2.20:80
12/10/2021-13:12:04.163753  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37026 -> 10.0.2.20:80
12/10/2021-13:12:07.778915  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37044 -> 10.0.2.20:80
12/10/2021-13:12:07.778915  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37044 -> 10.0.2.20:80
12/10/2021-13:12:06.971712  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37040 -> 10.0.2.20:80
12/10/2021-13:12:06.971712  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37040 -> 10.0.2.20:80
12/10/2021-13:12:08.581530  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:37050 -> 10.0.2.20:80
12/10/2021-13:12:08.581530  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37050 -> 10.0.2.20:80
12/10/2021-13:12:08.581530  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37050 -> 10.0.2.20:80
12/10/2021-13:12:06.169123  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37036 -> 10.0.2.20:80
12/10/2021-13:12:06.169123  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37036 -> 10.0.2.20:80
12/10/2021-13:12:13.399539  [**] [1:2101018:13] GPL EXPLOIT iisadmpwd attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37076 -> 10.0.2.20:80
12/10/2021-13:12:13.399539  [**] [1:2100987:17] GPL EXPLOIT .htr access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:37076 -> 10.0.2.20:80
12/10/2021-13:12:11.795717  [**] [1:2101018:13] GPL EXPLOIT iisadmpwd attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37068 -> 10.0.2.20:80
12/10/2021-13:12:11.795717  [**] [1:2100987:17] GPL EXPLOIT .htr access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:37068 -> 10.0.2.20:80
12/10/2021-13:12:11.795717  [**] [1:2101487:13] GPL EXPLOIT /iisadmpwd/aexp2.htr access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:37068 -> 10.0.2.20:80
12/10/2021-13:12:14.201670  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37080 -> 10.0.2.20:80
12/10/2021-13:12:12.998510  [**] [1:2101018:13] GPL EXPLOIT iisadmpwd attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37074 -> 10.0.2.20:80
12/10/2021-13:12:12.998510  [**] [1:2100987:17] GPL EXPLOIT .htr access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:37074 -> 10.0.2.20:80
12/10/2021-13:12:12.597636  [**] [1:2101018:13] GPL EXPLOIT iisadmpwd attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37072 -> 10.0.2.20:80
12/10/2021-13:12:12.597636  [**] [1:2100987:17] GPL EXPLOIT .htr access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:37072 -> 10.0.2.20:80
12/10/2021-13:12:03.762691  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37024 -> 10.0.2.20:80
12/10/2021-13:12:15.806979  [**] [1:2010920:9] ET WEB_SERVER Exploit Suspected PHP Injection Attack (cmd=) [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37088 -> 10.0.2.20:80
12/10/2021-13:12:04.564807  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:37028 -> 10.0.2.20:80
12/10/2021-13:12:04.564807  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37028 -> 10.0.2.20:80
12/10/2021-13:12:04.564807  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37028 -> 10.0.2.20:80
12/10/2021-13:12:20.218758  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37110 -> 10.0.2.20:80
12/10/2021-13:12:05.768003  [**] [1:2010920:9] ET WEB_SERVER Exploit Suspected PHP Injection Attack (cmd=) [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37034 -> 10.0.2.20:80
12/10/2021-13:12:21.824696  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37118 -> 10.0.2.20:80
12/10/2021-13:12:23.029239  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37124 -> 10.0.2.20:80
12/10/2021-13:12:24.232063  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37130 -> 10.0.2.20:80
12/10/2021-13:12:12.196661  [**] [1:2101018:13] GPL EXPLOIT iisadmpwd attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37070 -> 10.0.2.20:80
12/10/2021-13:12:12.196661  [**] [1:2100987:17] GPL EXPLOIT .htr access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:37070 -> 10.0.2.20:80
12/10/2021-13:12:26.638626  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37144 -> 10.0.2.20:80
12/10/2021-13:12:25.435372  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37138 -> 10.0.2.20:80
12/10/2021-13:12:14.603139  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37082 -> 10.0.2.20:80
12/10/2021-13:12:35.063240  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37186 -> 10.0.2.20:80
12/10/2021-13:12:35.063240  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37186 -> 10.0.2.20:80
12/10/2021-13:12:35.865411  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37190 -> 10.0.2.20:80
12/10/2021-13:12:35.865411  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37190 -> 10.0.2.20:80
12/10/2021-13:12:27.842207  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37150 -> 10.0.2.20:80
12/10/2021-13:12:36.266457  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:37192 -> 10.0.2.20:80
12/10/2021-13:12:36.266457  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37192 -> 10.0.2.20:80
12/10/2021-13:12:36.266457  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37192 -> 10.0.2.20:80
12/10/2021-13:12:21.021314  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37114 -> 10.0.2.20:80
12/10/2021-13:12:37.068598  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:37196 -> 10.0.2.20:80
12/10/2021-13:12:37.068598  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37196 -> 10.0.2.20:80
12/10/2021-13:12:37.068598  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37196 -> 10.0.2.20:80
12/10/2021-13:12:39.074797  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37206 -> 10.0.2.20:80
12/10/2021-13:12:39.074797  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37206 -> 10.0.2.20:80
12/10/2021-13:12:35.464256  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:37188 -> 10.0.2.20:80
12/10/2021-13:12:35.464256  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37188 -> 10.0.2.20:80
12/10/2021-13:12:35.464256  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37188 -> 10.0.2.20:80
12/10/2021-13:12:37.668554  [**] [1:2101620:7] GPL POLICY TRAFFIC Non-Standard IP protocol [**] [Classification: Detection of a non-standard protocol or event] [Priority: 2] {IPv6-ICMP} fe80:0000:0000:0000:f8f9:36ff:fe3e:0404:133 -> ff02:0000:0000:0000:0000:0000:0000:0002:0
12/10/2021-13:12:38.272340  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37202 -> 10.0.2.20:80
12/10/2021-13:12:38.272340  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37202 -> 10.0.2.20:80
12/10/2021-13:12:34.662113  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37184 -> 10.0.2.20:80
12/10/2021-13:12:34.662113  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37184 -> 10.0.2.20:80
12/10/2021-13:12:51.913059  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37274 -> 10.0.2.20:80
12/10/2021-13:12:52.314166  [**] [1:2003179:10] ET POLICY exe download without User Agent [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:37276 -> 10.0.2.20:80
12/10/2021-13:12:52.314166  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:37276 -> 10.0.2.20:80
12/10/2021-13:12:52.314166  [**] [1:2016141:7] ET INFO Executable Download from dotted-quad Host [**] [Classification: A Network Trojan was detected] [Priority: 1] {TCP} 10.0.0.20:37276 -> 10.0.2.20:80
12/10/2021-13:12:47.097063  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37250 -> 10.0.2.20:80
12/10/2021-13:12:47.899161  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37254 -> 10.0.2.20:80
12/10/2021-13:12:39.876785  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37212 -> 10.0.2.20:80
12/10/2021-13:12:39.876785  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37212 -> 10.0.2.20:80
12/10/2021-13:12:55.926466  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37294 -> 10.0.2.20:80
12/10/2021-13:12:49.505312  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37262 -> 10.0.2.20:80
12/10/2021-13:12:50.709519  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37268 -> 10.0.2.20:80
12/10/2021-13:12:46.294084  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37246 -> 10.0.2.20:80
12/10/2021-13:12:53.116643  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37280 -> 10.0.2.20:80
12/10/2021-13:12:54.320618  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37286 -> 10.0.2.20:80
12/10/2021-13:12:55.525435  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37292 -> 10.0.2.20:80
12/10/2021-13:12:48.702343  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37258 -> 10.0.2.20:80
12/10/2021-13:13:05.553666  [**] [1:10006811:2] ATTACK [PTsecurity] Likely Apache HTTP Server 2.4.49 Directory Traversal (CVE-2021-41773) [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37346 -> 10.0.2.20:80
12/10/2021-13:13:05.553666  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37346 -> 10.0.2.20:80
12/10/2021-13:13:05.553666  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37346 -> 10.0.2.20:80
12/10/2021-13:12:54.722778  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37288 -> 10.0.2.20:80
12/10/2021-13:13:07.159251  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37356 -> 10.0.2.20:80
12/10/2021-13:13:07.159251  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37356 -> 10.0.2.20:80
12/10/2021-13:13:02.345106  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37328 -> 10.0.2.20:80
12/10/2021-13:13:02.345106  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37328 -> 10.0.2.20:80
12/10/2021-13:13:02.746257  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:37330 -> 10.0.2.20:80
